dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
a4e89c26-e8d4-4471-9b06-16a1405880f0,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 CT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
3079e9b0-c6db-45c8-b998-a4555a73968e,HVS: Human variation study,Sst - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
93091496-be48-4122-b945-9af9c22a7535,HVS: Human variation study,Vip - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
79d485a8-b8b1-49f2-85aa-c44e5206aa53,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sncg - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
374edd6c-e163-461d-a036-d0dbbca7e8db,Single cell atlas of the human optic nerve,snRNA-seq of human optic nerve and optic nerve head - endothelial cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a190b2e9-3796-4785-9a2f-013e2a9a43e6,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Lamp5 Lhx6 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
5ae6ab72-1927-4d5b-9826-86be65791293,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
2856d06c-0ff9-4e01-bfc9-202b74d0b60f,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human DA Neurons 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e8ac3386-31d4-48ba-aa70-1bae0cf020e7,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Lamp5 Lhx6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
75e6eee5-d0e3-4291-9360-f288ffe6c7c4,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5/6 NP - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
4e374783-0152-423e-bcb6-b87cc232f64d,HVS: Human variation study,Pvalb - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
b8920ef5-7d22-497b-abca-a7a9eb76d79a,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5/6 NP - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
d0ea3ec4-0f3b-4649-9146-1c0b5f303a55,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6b - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
c19275f5-739e-4796-ad5d-b0830b760db1,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 CT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
1a974af7-8b4b-4abb-8aba-23e2979d9518,HVS: Human variation study,L6IT - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
72822932-10f6-466f-baf3-a2c1d89364bc,Protracted Neuronal Recruitment in the Temporal Lobe of Young Children,Interneuron maturation in the human entorhinal cortex,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
ea95cdd5-cf7e-4d5d-a0bd-032776d32ae5,HVS: Human variation study,Astro - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
873ff933-4fda-4936-9a70-67df11af90ac,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG excitatory neurons,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
0374f03c-62e2-4859-8a14-acb00b0627d5,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Chandelier - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
576f193c-75d0-4a11-bd25-8676587e6dc2,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Combined samples,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f5be4b96-f5a3-4c3d-84ac-6f69daf744d5,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Endothelial cells 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
1c9f5c6b-73da-4d17-95de-df080ffe0df1,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 IT Car3 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
ea251de5-c764-4f7c-add0-8141b1061faf,Comprehensive cell atlas of the first-trimester developing human brain,ClassFibroblast,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f7a068f1-0fdb-48e8-8029-db870ff11d9e,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of human - inhibitory neurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
3c4c21e0-00c9-4e9d-8cfd-62ebef62b8eb,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Epithelial,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
0d7f4c06-a6bd-47d2-a42b-3a7196704f77,Human Brain Cell Atlas v1.0,Supercluster: Vascular,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
0eccaf0c-19d2-4900-9962-899378adf8be,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Pax6 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
f67f2cfa-ba45-4f77-8e26-64a15f666043,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Pax6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
531c9543-9093-45ed-93ac-ebc5815bfb8a,Human Brain Cell Atlas v1.0,Supercluster: Fibroblast,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
2ad168af-ae8c-469e-b21f-dd7f93146d7e,Chromatin accessibility during human first-trimester neurodevelopment,All_FBL,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
8775a6c6-b960-43ae-9f76-45c4acda3621,Comprehensive cell atlas of the first-trimester developing human brain,ClassErythrocyte,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
cd77258f-b08b-4c89-b93f-6e6f146b1a4d,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC excitatory neurons,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
