dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
c202b243-1aa1-4b16-bc9a-b36241f3b1e3,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Amygdala excitatory,Homo sapiens,109452,109452,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
dea1aa78-c0a2-413f-b375-f91cce49e4d0,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Nurr-Negative Nuclei 10x scRNA-seq,Homo sapiens,104097,104097,8,0,brain,normal,neuron,False,True,True,False,True,dea1aa78-c0a2-413f-b375-f91cce49e4d0.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
2185eb07-22e2-4209-b3c8-7111afc6aa90,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Oligodendrocyte precursor,Homo sapiens,105734,103764,4,0,brain; cerebral cortex,normal,oligodendrocyte precursor cell,False,True,True,False,True,2185eb07-22e2-4209-b3c8-7111afc6aa90.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
251b1a7e-d050-4486-8d50-4c2619eb0f46,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Non-DA Neurons 10x scRNA-seq,Homo sapiens,91479,91479,18,0,brain,Parkinson disease; normal,neuron,False,True,True,False,True,251b1a7e-d050-4486-8d50-4c2619eb0f46.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
8ba5453f-7fab-4702-a3a6-4021b1f31a7a,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Thalamic excitatory,Homo sapiens,85546,85546,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,8ba5453f-7fab-4702-a3a6-4021b1f31a7a.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
92161459-9103-4379-ae34-73a38eee1d1d,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Nurr-Positive Nuclei 10x scRNA-seq,Homo sapiens,80576,80576,8,0,brain,normal,neuron,False,True,True,False,True,92161459-9103-4379-ae34-73a38eee1d1d.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
caf8670f-e647-4f0c-bfba-163aa84ce602,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Deep-layer corticothalamic and 6b,Homo sapiens,78396,78396,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,caf8670f-e647-4f0c-bfba-163aa84ce602.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,38833785-fac5-48fd-944a-0f62a4c23ed1,Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,Homo sapiens,598266,77231,56,0,brain,normal,astrocyte; endothelial cell; macrophage; monocyte; neuron; oligodendrocyte,False,True,True,False,True,2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
7a0a8891-9a22-4549-a55b-c2aca23c3a2a,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal CA1-3,Homo sapiens,74979,74979,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf,a66d41a7-f1de-4b70-b983-7a4b790a0d5d,Chromatin accessibility during human first-trimester neurodevelopment,All_RGL,Homo sapiens,70803,70803,8,0,brain,normal,oligodendrocyte precursor cell,False,True,True,False,True,4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
a56f1a6b-071c-4780-9832-33ca9b8fb391,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal dentate gyrus,Homo sapiens,67533,67533,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,a56f1a6b-071c-4780-9832-33ca9b8fb391.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
6c600df6-ddca-4628-a8bb-1d6de1e3f9b4,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus,Homo sapiens,63608,63608,10,0,brain,Alzheimer disease; normal,endothelial cell; oligodendrocyte; oligodendrocyte precursor cell,True,True,True,False,True,6c600df6-ddca-4628-a8bb-1d6de1e3f9b4.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
e34f3f89-3a48-4173-a06a-9e9803f2e2b9,35928d1c-36fc-4f93-9a8d-0b921ab41745,HVS: Human variation study,Oligo - neocortex: Human variation study (HVS),Homo sapiens,57855,57855,78,0,brain,normal,oligodendrocyte,False,True,True,False,True,e34f3f89-3a48-4173-a06a-9e9803f2e2b9.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
6538ce1b-7949-405f-b01c-a2c3e876baee,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Lower rhombic lip,Homo sapiens,52650,52650,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,6538ce1b-7949-405f-b01c-a2c3e876baee.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
8f48c031-6692-4c82-b6c2-e4ad35cbc0aa,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: LAMP5-LHX6 and Chandelier,Homo sapiens,45118,45118,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,8f48c031-6692-4c82-b6c2-e4ad35cbc0aa.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
2727d83a-0af0-443a-bff8-58dc7028289a,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Entorhinal Cortex,Homo sapiens,42528,42528,10,0,brain; entorhinal cortex,Alzheimer disease; normal,endothelial cell; oligodendrocyte; oligodendrocyte precursor cell,True,True,True,False,True,2727d83a-0af0-443a-bff8-58dc7028289a.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
e6b2ce27-681b-4409-a053-2681875936e5,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Eccentric medium spiny neuron,Homo sapiens,40144,40144,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,e6b2ce27-681b-4409-a053-2681875936e5.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
be884a28-0eac-4eca-9c23-1294a93cf56e,10bf5c50-8d85-4c5f-94b4-22c1363d9f31,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,Homo sapiens,35637,35637,8,0,brain,normal,astrocyte; endothelial cell; macrophage; neuron; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,False,True,be884a28-0eac-4eca-9c23-1294a93cf56e.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
07760522-707a-4a1c-8891-dbd1226d6b27,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Astrocytes 10x scRNA-seq,Homo sapiens,33506,33506,18,0,brain,Parkinson disease; normal,astrocyte,False,True,True,False,True,07760522-707a-4a1c-8891-dbd1226d6b27.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,32493,32493,89,0,brain,dementia; normal,oligodendrocyte precursor cell,True,True,True,False,True,1c05b7ae-4dfb-4c1b-a441-4b23c04b169e.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
58c43cc2-e00e-43c4-94eb-8501369264e1,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,OPC - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,29041,29041,83,0,brain,dementia; normal,oligodendrocyte precursor cell,True,True,True,False,True,58c43cc2-e00e-43c4-94eb-8501369264e1.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
59923449-e303-43e6-9e63-03ef92f5ebd1,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Miscellaneous,Homo sapiens,25071,24852,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
35090826-f636-40c1-a3ef-4466beeab9f8,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Deep-layer near-projecting,Homo sapiens,18856,18856,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
599504e5-d4ad-45bd-9128-823faf0fb9c9,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Mammillary body,Homo sapiens,16602,16602,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,599504e5-d4ad-45bd-9128-823faf0fb9c9.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
24066994-8183-488d-b037-ef6bb524af39,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG oligodendrocyte,Homo sapiens,15772,15772,10,0,brain,Alzheimer disease; normal,oligodendrocyte,True,True,True,False,True,24066994-8183-488d-b037-ef6bb524af39.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Cerebellar inhibitory,Homo sapiens,14411,14367,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
4dd1cd23-fc4d-4fd1-9709-602540f3ca6f,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human OPC Cells 10x scRNA-seq,Homo sapiens,13691,13691,18,0,brain,Parkinson disease; normal,oligodendrocyte precursor cell,False,True,True,False,True,4dd1cd23-fc4d-4fd1-9709-602540f3ca6f.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
12194ced-8086-458e-84a8-e2ab935d8db1,9d63fcf1-5ca0-4006-8d8f-872f3327dbe9,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - oligodendroglia,Homo sapiens,21968,11511,18,0,brain; central nervous system,normal,oligodendrocyte; oligodendrocyte precursor cell,False,True,True,False,True,12194ced-8086-458e-84a8-e2ab935d8db1.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
31285bcd-9a28-48ce-8cc0-543af80261d3,35928d1c-36fc-4f93-9a8d-0b921ab41745,HVS: Human variation study,OPC - neocortex: Human variation study (HVS),Homo sapiens,11244,11244,78,0,brain,normal,oligodendrocyte precursor cell,False,True,True,False,True,31285bcd-9a28-48ce-8cc0-543af80261d3.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
9ec335f2-420a-45a8-b45a-1ab646e50041,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal CA4,Homo sapiens,10654,10654,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,9ec335f2-420a-45a8-b45a-1ab646e50041.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
f43f70fc-0aa9-493e-8e5a-5649f090d433,7d66d871-091f-4602-9f42-85f86d2853e0,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Neural,Homo sapiens,9286,9286,13,0,brain; central nervous system,normal,neuron; oligodendrocyte precursor cell,False,True,True,False,True,f43f70fc-0aa9-493e-8e5a-5649f090d433.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
f9ad5649-f372-43e1-a3a8-423383e5a8a2,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC oligodendrocyte,Homo sapiens,8168,8168,10,0,brain; entorhinal cortex,Alzheimer disease; normal,oligodendrocyte,True,True,True,False,True,f9ad5649-f372-43e1-a3a8-423383e5a8a2.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
894573ad-498f-47ee-9bec-ad0880147eea,9d63fcf1-5ca0-4006-8d8f-872f3327dbe9,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - neurons,Homo sapiens,10734,8078,18,0,brain; central nervous system,normal,neuron,False,True,True,False,True,894573ad-498f-47ee-9bec-ad0880147eea.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
00f15b43-f871-46d8-8105-814387ad8658,a66d41a7-f1de-4b70-b983-7a4b790a0d5d,Chromatin accessibility during human first-trimester neurodevelopment,All_Neuron_Peptidergic,Homo sapiens,7092,7092,8,0,brain,normal,neuron,False,True,True,False,True,00f15b43-f871-46d8-8105-814387ad8658.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
91b2327d-e3f3-4f63-b446-20774d20fc33,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,ClassOligo,Homo sapiens,6190,6034,23,0,brain; entorhinal cortex; frontal cortex,normal,oligodendrocyte,False,True,True,False,True,91b2327d-e3f3-4f63-b446-20774d20fc33.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
b6e502d7-0d07-408e-a291-91b63af0a40a,35928d1c-36fc-4f93-9a8d-0b921ab41745,HVS: Human variation study,MicroPVM - neocortex: Human variation study (HVS),Homo sapiens,3934,3934,61,3934,brain,normal,microglial cell,False,True,True,True,True,b6e502d7-0d07-408e-a291-91b63af0a40a.h5ad,17,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
84242d25-f656-4ca6-8e8d-f3d2beeba11f,9d63fcf1-5ca0-4006-8d8f-872f3327dbe9,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - microglia,Homo sapiens,3851,3851,20,3851,brain; central nervous system,normal,central nervous system macrophage; microglial cell,False,True,True,True,True,84242d25-f656-4ca6-8e8d-f3d2beeba11f.h5ad,17,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
7b20c613-9add-43d1-87e9-defd3d9b9f8c,61e422dd-c9cd-460e-9b91-72d9517348ef,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,Homo sapiens,355941,14635,46,37,brain,,macrophage; microglial cell; monocyte,False,False,True,True,True,7b20c613-9add-43d1-87e9-defd3d9b9f8c.h5ad,16,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
c3aa4f95-7a18-4a7d-8dd8-ca324d714363,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Supercluster: IT-projecting excitatory neurons,Homo sapiens,638941,638941,6,0,brain,normal,,False,True,True,False,True,c3aa4f95-7a18-4a7d-8dd8-ca324d714363.h5ad,15,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
